signal_type,company,date,metric_name,metric_value,dimension_1,dimension_2,dimension_3,text_signal,confidence_score,source,strategic_implication
PATENT,Google DeepMind,2023-05-30,patent_filing,1.0,Multimodal Processing,USPTO,,Patent filed: Multimodal Processing — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Multimodal Processing
PATENT,Google DeepMind,2024-01-21,patent_filing,1.0,Safety Alignment,WIPO,,Patent filed: Safety Alignment — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Safety Alignment
PATENT,Google DeepMind,2024-12-17,patent_filing,1.0,Agent Frameworks,EPO,,Patent filed: Agent Frameworks — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Agent Frameworks
PATENT,Google DeepMind,2024-06-10,patent_filing,1.0,RLHF Methods,WIPO,,Patent filed: RLHF Methods — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RLHF Methods
PATENT,Google DeepMind,2023-12-29,patent_filing,1.0,Safety Alignment,WIPO,,Patent filed: Safety Alignment — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Safety Alignment
PATENT,Google DeepMind,2023-01-03,patent_filing,1.0,Agent Frameworks,WIPO,,Patent filed: Agent Frameworks — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Agent Frameworks
PATENT,Google DeepMind,2024-08-16,patent_filing,1.0,Distributed Training,WIPO,,Patent filed: Distributed Training — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Distributed Training
PATENT,Google DeepMind,2023-08-21,patent_filing,1.0,Inference Optimization,USPTO,,Patent filed: Inference Optimization — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Inference Optimization
PATENT,Google DeepMind,2023-12-19,patent_filing,1.0,Agent Frameworks,WIPO,,Patent filed: Agent Frameworks — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Agent Frameworks
PATENT,Microsoft Azure AI,2023-08-28,patent_filing,1.0,Inference Optimization,USPTO,,Patent filed: Inference Optimization — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Inference Optimization
PATENT,Microsoft Azure AI,2024-10-28,patent_filing,1.0,Multimodal Processing,WIPO,,Patent filed: Multimodal Processing — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Multimodal Processing
PATENT,Microsoft Azure AI,2024-04-21,patent_filing,1.0,Distributed Training,WIPO,,Patent filed: Distributed Training — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Distributed Training
PATENT,Microsoft Azure AI,2023-10-19,patent_filing,1.0,RLHF Methods,EPO,,Patent filed: RLHF Methods — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RLHF Methods
PATENT,Microsoft Azure AI,2023-10-24,patent_filing,1.0,Multimodal Processing,EPO,,Patent filed: Multimodal Processing — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Multimodal Processing
PATENT,Microsoft Azure AI,2023-09-08,patent_filing,1.0,Agent Frameworks,EPO,,Patent filed: Agent Frameworks — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Agent Frameworks
PATENT,Microsoft Azure AI,2023-05-02,patent_filing,1.0,Foundation Models,WIPO,,Patent filed: Foundation Models — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Foundation Models
PATENT,Microsoft Azure AI,2023-12-28,patent_filing,1.0,Agent Frameworks,USPTO,,Patent filed: Agent Frameworks — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Agent Frameworks
PATENT,Microsoft Azure AI,2023-03-24,patent_filing,1.0,RLHF Methods,WIPO,,Patent filed: RLHF Methods — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RLHF Methods
PATENT,Microsoft Azure AI,2024-05-25,patent_filing,1.0,Distributed Training,EPO,,Patent filed: Distributed Training — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Distributed Training
PATENT,Microsoft Azure AI,2024-12-29,patent_filing,1.0,Multimodal Processing,EPO,,Patent filed: Multimodal Processing — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Multimodal Processing
PATENT,Microsoft Azure AI,2023-03-01,patent_filing,1.0,Safety Alignment,EPO,,Patent filed: Safety Alignment — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Safety Alignment
PATENT,Microsoft Azure AI,2024-11-05,patent_filing,1.0,Inference Optimization,EPO,,Patent filed: Inference Optimization — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Inference Optimization
PATENT,Microsoft Azure AI,2023-03-10,patent_filing,1.0,Multimodal Processing,USPTO,,Patent filed: Multimodal Processing — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Multimodal Processing
PATENT,Microsoft Azure AI,2024-08-12,patent_filing,1.0,Foundation Models,USPTO,,Patent filed: Foundation Models — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Foundation Models
PATENT,Microsoft Azure AI,2024-12-18,patent_filing,1.0,RLHF Methods,WIPO,,Patent filed: RLHF Methods — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RLHF Methods
PATENT,Amazon Bedrock,2024-07-14,patent_filing,1.0,Distributed Training,USPTO,,Patent filed: Distributed Training — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Distributed Training
PATENT,Amazon Bedrock,2024-11-09,patent_filing,1.0,Multimodal Processing,USPTO,,Patent filed: Multimodal Processing — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Multimodal Processing
PATENT,Amazon Bedrock,2023-06-09,patent_filing,1.0,Foundation Models,USPTO,,Patent filed: Foundation Models — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Foundation Models
PATENT,Amazon Bedrock,2023-03-12,patent_filing,1.0,RAG Architecture,WIPO,,Patent filed: RAG Architecture — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RAG Architecture
PATENT,Amazon Bedrock,2024-02-05,patent_filing,1.0,RLHF Methods,EPO,,Patent filed: RLHF Methods — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RLHF Methods
PATENT,Amazon Bedrock,2023-01-25,patent_filing,1.0,Distributed Training,EPO,,Patent filed: Distributed Training — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Distributed Training
PATENT,Amazon Bedrock,2024-10-09,patent_filing,1.0,Distributed Training,EPO,,Patent filed: Distributed Training — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Distributed Training
PATENT,Amazon Bedrock,2023-12-10,patent_filing,1.0,RAG Architecture,USPTO,,Patent filed: RAG Architecture — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RAG Architecture
PATENT,Amazon Bedrock,2023-06-04,patent_filing,1.0,Inference Optimization,USPTO,,Patent filed: Inference Optimization — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Inference Optimization
PATENT,Amazon Bedrock,2023-05-07,patent_filing,1.0,Distributed Training,WIPO,,Patent filed: Distributed Training — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Distributed Training
PATENT,Amazon Bedrock,2024-08-22,patent_filing,1.0,Safety Alignment,USPTO,,Patent filed: Safety Alignment — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Safety Alignment
PATENT,Amazon Bedrock,2023-05-22,patent_filing,1.0,RLHF Methods,EPO,,Patent filed: RLHF Methods — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RLHF Methods
PATENT,Amazon Bedrock,2024-10-24,patent_filing,1.0,Agent Frameworks,WIPO,,Patent filed: Agent Frameworks — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Agent Frameworks
PATENT,Amazon Bedrock,2024-02-29,patent_filing,1.0,Safety Alignment,USPTO,,Patent filed: Safety Alignment — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Safety Alignment
PATENT,Amazon Bedrock,2023-03-27,patent_filing,1.0,Distributed Training,USPTO,,Patent filed: Distributed Training — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Distributed Training
PATENT,Amazon Bedrock,2023-06-05,patent_filing,1.0,Agent Frameworks,WIPO,,Patent filed: Agent Frameworks — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Agent Frameworks
PATENT,Amazon Bedrock,2023-07-17,patent_filing,1.0,Agent Frameworks,USPTO,,Patent filed: Agent Frameworks — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Agent Frameworks
PATENT,Amazon Bedrock,2023-01-30,patent_filing,1.0,Foundation Models,WIPO,,Patent filed: Foundation Models — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Foundation Models
PATENT,Amazon Bedrock,2024-04-09,patent_filing,1.0,RAG Architecture,EPO,,Patent filed: RAG Architecture — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RAG Architecture
PATENT,Amazon Bedrock,2024-08-06,patent_filing,1.0,RAG Architecture,WIPO,,Patent filed: RAG Architecture — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RAG Architecture
PATENT,Amazon Bedrock,2023-09-07,patent_filing,1.0,Inference Optimization,WIPO,,Patent filed: Inference Optimization — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Inference Optimization
PATENT,Amazon Bedrock,2023-08-01,patent_filing,1.0,RLHF Methods,USPTO,,Patent filed: RLHF Methods — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RLHF Methods
PATENT,Amazon Bedrock,2024-03-23,patent_filing,1.0,Agent Frameworks,EPO,,Patent filed: Agent Frameworks — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Agent Frameworks
PATENT,Mistral AI,2024-01-25,patent_filing,1.0,Multimodal Processing,WIPO,,Patent filed: Multimodal Processing — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Multimodal Processing
PATENT,Mistral AI,2023-05-10,patent_filing,1.0,RAG Architecture,EPO,,Patent filed: RAG Architecture — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RAG Architecture
PATENT,Mistral AI,2023-04-16,patent_filing,1.0,Agent Frameworks,EPO,,Patent filed: Agent Frameworks — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Agent Frameworks
PATENT,Mistral AI,2024-11-30,patent_filing,1.0,RAG Architecture,EPO,,Patent filed: RAG Architecture — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RAG Architecture
PATENT,Mistral AI,2023-12-17,patent_filing,1.0,Multimodal Processing,WIPO,,Patent filed: Multimodal Processing — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Multimodal Processing
PATENT,Mistral AI,2023-12-16,patent_filing,1.0,RLHF Methods,USPTO,,Patent filed: RLHF Methods — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RLHF Methods
PATENT,Mistral AI,2023-02-12,patent_filing,1.0,Inference Optimization,USPTO,,Patent filed: Inference Optimization — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Inference Optimization
PATENT,Mistral AI,2023-10-09,patent_filing,1.0,RLHF Methods,WIPO,,Patent filed: RLHF Methods — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RLHF Methods
PATENT,Mistral AI,2024-02-02,patent_filing,1.0,Foundation Models,EPO,,Patent filed: Foundation Models — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Foundation Models
PATENT,Mistral AI,2024-12-18,patent_filing,1.0,Inference Optimization,EPO,,Patent filed: Inference Optimization — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Inference Optimization
PATENT,Mistral AI,2023-10-27,patent_filing,1.0,Multimodal Processing,USPTO,,Patent filed: Multimodal Processing — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Multimodal Processing
PATENT,Mistral AI,2024-03-31,patent_filing,1.0,Multimodal Processing,USPTO,,Patent filed: Multimodal Processing — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Multimodal Processing
PATENT,Mistral AI,2023-03-07,patent_filing,1.0,Safety Alignment,USPTO,,Patent filed: Safety Alignment — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Safety Alignment
PATENT,Mistral AI,2023-07-07,patent_filing,1.0,Distributed Training,EPO,,Patent filed: Distributed Training — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Distributed Training
PATENT,Mistral AI,2023-12-20,patent_filing,1.0,Safety Alignment,USPTO,,Patent filed: Safety Alignment — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Safety Alignment
PATENT,Mistral AI,2024-05-15,patent_filing,1.0,RAG Architecture,EPO,,Patent filed: RAG Architecture — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RAG Architecture
PATENT,Mistral AI,2023-11-18,patent_filing,1.0,Multimodal Processing,EPO,,Patent filed: Multimodal Processing — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Multimodal Processing
PATENT,Mistral AI,2024-02-25,patent_filing,1.0,Distributed Training,EPO,,Patent filed: Distributed Training — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Distributed Training
PATENT,Mistral AI,2024-06-07,patent_filing,1.0,Distributed Training,EPO,,Patent filed: Distributed Training — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Distributed Training
PATENT,Mistral AI,2023-06-13,patent_filing,1.0,Multimodal Processing,USPTO,,Patent filed: Multimodal Processing — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Multimodal Processing
PATENT,Mistral AI,2024-08-14,patent_filing,1.0,Agent Frameworks,EPO,,Patent filed: Agent Frameworks — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Agent Frameworks
PATENT,Mistral AI,2023-05-04,patent_filing,1.0,Safety Alignment,USPTO,,Patent filed: Safety Alignment — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Safety Alignment
PATENT,Mistral AI,2024-02-21,patent_filing,1.0,Agent Frameworks,WIPO,,Patent filed: Agent Frameworks — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Agent Frameworks
PATENT,Mistral AI,2023-11-19,patent_filing,1.0,Inference Optimization,USPTO,,Patent filed: Inference Optimization — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Inference Optimization
PATENT,Mistral AI,2024-08-15,patent_filing,1.0,Multimodal Processing,USPTO,,Patent filed: Multimodal Processing — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Multimodal Processing
PATENT,Mistral AI,2023-12-01,patent_filing,1.0,Multimodal Processing,EPO,,Patent filed: Multimodal Processing — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Multimodal Processing
PATENT,Mistral AI,2023-04-23,patent_filing,1.0,Safety Alignment,USPTO,,Patent filed: Safety Alignment — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Safety Alignment
PATENT,Mistral AI,2024-03-07,patent_filing,1.0,Foundation Models,USPTO,,Patent filed: Foundation Models — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Foundation Models
PATENT,Mistral AI,2024-03-03,patent_filing,1.0,Distributed Training,WIPO,,Patent filed: Distributed Training — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Distributed Training
PATENT,Mistral AI,2023-07-03,patent_filing,1.0,Distributed Training,WIPO,,Patent filed: Distributed Training — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Distributed Training
PATENT,Mistral AI,2023-11-24,patent_filing,1.0,RAG Architecture,WIPO,,Patent filed: RAG Architecture — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RAG Architecture
PATENT,Mistral AI,2024-09-20,patent_filing,1.0,Foundation Models,EPO,,Patent filed: Foundation Models — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Foundation Models
PATENT,Mistral AI,2023-09-21,patent_filing,1.0,RAG Architecture,WIPO,,Patent filed: RAG Architecture — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RAG Architecture
PATENT,Mistral AI,2023-05-22,patent_filing,1.0,Agent Frameworks,USPTO,,Patent filed: Agent Frameworks — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Agent Frameworks
PATENT,Mistral AI,2024-08-12,patent_filing,1.0,Inference Optimization,USPTO,,Patent filed: Inference Optimization — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Inference Optimization
PATENT,Cohere,2024-11-03,patent_filing,1.0,Multimodal Processing,EPO,,Patent filed: Multimodal Processing — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Multimodal Processing
PATENT,Cohere,2023-07-10,patent_filing,1.0,Foundation Models,USPTO,,Patent filed: Foundation Models — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Foundation Models
PATENT,Cohere,2023-10-27,patent_filing,1.0,RAG Architecture,EPO,,Patent filed: RAG Architecture — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RAG Architecture
PATENT,Cohere,2024-07-17,patent_filing,1.0,Distributed Training,WIPO,,Patent filed: Distributed Training — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Distributed Training
PATENT,Cohere,2023-10-21,patent_filing,1.0,Foundation Models,EPO,,Patent filed: Foundation Models — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Foundation Models
PATENT,Cohere,2024-08-03,patent_filing,1.0,Distributed Training,EPO,,Patent filed: Distributed Training — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Distributed Training
PATENT,Cohere,2024-01-18,patent_filing,1.0,Inference Optimization,USPTO,,Patent filed: Inference Optimization — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Inference Optimization
PATENT,Cohere,2024-12-15,patent_filing,1.0,Agent Frameworks,WIPO,,Patent filed: Agent Frameworks — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Agent Frameworks
PATENT,Cohere,2024-04-14,patent_filing,1.0,Foundation Models,USPTO,,Patent filed: Foundation Models — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Foundation Models
PATENT,Cohere,2023-08-24,patent_filing,1.0,RAG Architecture,WIPO,,Patent filed: RAG Architecture — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RAG Architecture
PATENT,Cohere,2023-04-06,patent_filing,1.0,Inference Optimization,EPO,,Patent filed: Inference Optimization — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Inference Optimization
PATENT,Cohere,2024-07-22,patent_filing,1.0,Distributed Training,WIPO,,Patent filed: Distributed Training — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Distributed Training
PATENT,Cohere,2023-09-06,patent_filing,1.0,Inference Optimization,USPTO,,Patent filed: Inference Optimization — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Inference Optimization
PATENT,Cohere,2024-10-22,patent_filing,1.0,Distributed Training,WIPO,,Patent filed: Distributed Training — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Distributed Training
PATENT,Cohere,2024-12-11,patent_filing,1.0,Inference Optimization,USPTO,,Patent filed: Inference Optimization — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Inference Optimization
PATENT,Cohere,2023-11-21,patent_filing,1.0,Agent Frameworks,USPTO,,Patent filed: Agent Frameworks — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Agent Frameworks
PATENT,Cohere,2024-05-14,patent_filing,1.0,Multimodal Processing,EPO,,Patent filed: Multimodal Processing — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Multimodal Processing
PATENT,Cohere,2023-01-13,patent_filing,1.0,Distributed Training,EPO,,Patent filed: Distributed Training — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Distributed Training
PATENT,Cohere,2024-02-21,patent_filing,1.0,RAG Architecture,WIPO,,Patent filed: RAG Architecture — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RAG Architecture
PATENT,Cohere,2024-11-18,patent_filing,1.0,RAG Architecture,USPTO,,Patent filed: RAG Architecture — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RAG Architecture
PATENT,Cohere,2023-07-25,patent_filing,1.0,Multimodal Processing,USPTO,,Patent filed: Multimodal Processing — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Multimodal Processing
PATENT,Cohere,2023-03-10,patent_filing,1.0,RLHF Methods,USPTO,,Patent filed: RLHF Methods — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RLHF Methods
PATENT,Stability AI,2023-02-20,patent_filing,1.0,Foundation Models,WIPO,,Patent filed: Foundation Models — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Foundation Models
PATENT,Stability AI,2024-05-30,patent_filing,1.0,Agent Frameworks,EPO,,Patent filed: Agent Frameworks — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Agent Frameworks
PATENT,Stability AI,2024-02-02,patent_filing,1.0,Inference Optimization,EPO,,Patent filed: Inference Optimization — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Inference Optimization
PATENT,Stability AI,2023-07-29,patent_filing,1.0,RAG Architecture,USPTO,,Patent filed: RAG Architecture — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RAG Architecture
PATENT,Stability AI,2024-04-07,patent_filing,1.0,Multimodal Processing,WIPO,,Patent filed: Multimodal Processing — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Multimodal Processing
PATENT,Stability AI,2023-01-24,patent_filing,1.0,Multimodal Processing,WIPO,,Patent filed: Multimodal Processing — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Multimodal Processing
PATENT,Stability AI,2024-12-08,patent_filing,1.0,Inference Optimization,WIPO,,Patent filed: Inference Optimization — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Inference Optimization
PATENT,Stability AI,2024-05-25,patent_filing,1.0,Multimodal Processing,WIPO,,Patent filed: Multimodal Processing — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Multimodal Processing
PATENT,Stability AI,2024-12-15,patent_filing,1.0,RLHF Methods,USPTO,,Patent filed: RLHF Methods — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RLHF Methods
PATENT,Stability AI,2023-01-09,patent_filing,1.0,Multimodal Processing,EPO,,Patent filed: Multimodal Processing — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Multimodal Processing
PATENT,Stability AI,2024-09-13,patent_filing,1.0,Agent Frameworks,EPO,,Patent filed: Agent Frameworks — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Agent Frameworks
PATENT,Stability AI,2024-09-05,patent_filing,1.0,Multimodal Processing,USPTO,,Patent filed: Multimodal Processing — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Multimodal Processing
PATENT,Hugging Face,2024-03-05,patent_filing,1.0,Safety Alignment,EPO,,Patent filed: Safety Alignment — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Safety Alignment
PATENT,Hugging Face,2023-04-27,patent_filing,1.0,Foundation Models,USPTO,,Patent filed: Foundation Models — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Foundation Models
PATENT,Hugging Face,2023-09-25,patent_filing,1.0,Inference Optimization,WIPO,,Patent filed: Inference Optimization — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Inference Optimization
PATENT,Hugging Face,2023-04-06,patent_filing,1.0,Safety Alignment,WIPO,,Patent filed: Safety Alignment — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Safety Alignment
PATENT,Scale AI,2023-02-21,patent_filing,1.0,Safety Alignment,WIPO,,Patent filed: Safety Alignment — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Safety Alignment
PATENT,Scale AI,2023-03-21,patent_filing,1.0,Foundation Models,USPTO,,Patent filed: Foundation Models — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Foundation Models
PATENT,Scale AI,2023-10-26,patent_filing,1.0,Safety Alignment,EPO,,Patent filed: Safety Alignment — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Safety Alignment
PATENT,Scale AI,2024-05-01,patent_filing,1.0,RLHF Methods,EPO,,Patent filed: RLHF Methods — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RLHF Methods
PATENT,Scale AI,2024-07-07,patent_filing,1.0,Foundation Models,USPTO,,Patent filed: Foundation Models — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Foundation Models
PATENT,Scale AI,2024-06-20,patent_filing,1.0,RAG Architecture,WIPO,,Patent filed: RAG Architecture — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RAG Architecture
PATENT,Scale AI,2023-10-20,patent_filing,1.0,Foundation Models,EPO,,Patent filed: Foundation Models — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Foundation Models
PATENT,Scale AI,2023-03-04,patent_filing,1.0,RLHF Methods,EPO,,Patent filed: RLHF Methods — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RLHF Methods
PATENT,Scale AI,2023-10-06,patent_filing,1.0,Foundation Models,USPTO,,Patent filed: Foundation Models — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Foundation Models
PATENT,Scale AI,2023-12-23,patent_filing,1.0,RLHF Methods,EPO,,Patent filed: RLHF Methods — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RLHF Methods
PATENT,Scale AI,2024-06-05,patent_filing,1.0,Multimodal Processing,EPO,,Patent filed: Multimodal Processing — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Multimodal Processing
PATENT,Scale AI,2024-12-04,patent_filing,1.0,RLHF Methods,USPTO,,Patent filed: RLHF Methods — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RLHF Methods
PATENT,Scale AI,2023-07-15,patent_filing,1.0,Safety Alignment,WIPO,,Patent filed: Safety Alignment — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Safety Alignment
PATENT,Scale AI,2023-10-09,patent_filing,1.0,RLHF Methods,WIPO,,Patent filed: RLHF Methods — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RLHF Methods
PATENT,Scale AI,2024-05-03,patent_filing,1.0,RAG Architecture,EPO,,Patent filed: RAG Architecture — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in RAG Architecture
PATENT,Scale AI,2023-11-24,patent_filing,1.0,Distributed Training,EPO,,Patent filed: Distributed Training — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Distributed Training
PATENT,Weights & Biases,2023-07-21,patent_filing,1.0,Foundation Models,USPTO,,Patent filed: Foundation Models — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Foundation Models
PATENT,Weights & Biases,2023-04-16,patent_filing,1.0,Foundation Models,EPO,,Patent filed: Foundation Models — signals R&D depth,0.99,USPTO / EPO Patent Database,IP moat strengthening in Foundation Models
